"DATAFILE_AS_OF","REPORT_YEAR","REPORT_NUMBER","SUPPLEMENTAL_NUMBER","OPERATOR_ID","PARTA2NAMEOFCOMP","PARTA5COMMODITY","INTER_INTRA","STATE_NAME","PARTIPRE20UNK","PARTI192029","PARTI193039","PARTI194049","PARTI195059","PARTI196069","PARTI197079","PARTI198089","PARTI199099","PARTI200009","PARTI201019","PARTITOTAL"
41089.4680092593,2010,20110197,10199,31189,"BP PIPELINE (NORTH AMERICA) INC.","Crude Oil","INTERSTATE","MISSOURI",,,,8,205,0,1,0,1,1,1,217
41089.4680092593,2010,20110197,10199,31189,"BP PIPELINE (NORTH AMERICA) INC.","Crude Oil","INTERSTATE","OCS-Gulf of Mexico",0,0,0,0,0,0,0,0,0,237,0,237
41089.4680092593,2010,20110197,10199,31189,"BP PIPELINE (NORTH AMERICA) INC.","Crude Oil","INTERSTATE","OKLAHOMA",0,0,0,67,20,1,0,1,1,0,0,90
41089.4680092593,2010,20110197,10199,31189,"BP PIPELINE (NORTH AMERICA) INC.","Crude Oil","INTRASTATE","WASHINGTON",0,0,0,0,0,0,5,0,0,0,0,5
41089.4680092593,2010,20110219,10222,31189,"BP PIPELINE (NORTH AMERICA) INC.","HVL","INTRASTATE","INDIANA",0,0,0,0,0,0,0,2,0,0,0,2
41089.4680092593,2010,20110219,10222,31189,"BP PIPELINE (NORTH AMERICA) INC.","HVL","INTRASTATE","TEXAS",0,0,0,0,0,135,212,34,45,4,0,430
41089.4680092593,2010,20110219,10222,31189,"BP PIPELINE (NORTH AMERICA) INC.","HVL","INTRASTATE","WASHINGTON",0,0,0,0,0,0,0,5,0,0,0,5
41089.4680092593,2010,20110294,10304,31189,"BP PIPELINE (NORTH AMERICA) INC.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ALABAMA",0,0,0,0,0,0,26,0,0,0,0,26
41089.4680092593,2010,20110294,10304,31189,"BP PIPELINE (NORTH AMERICA) INC.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ILLINOIS",0,0,10,1,0,0,135,1,1,0,0,148
41089.4680092593,2010,20110294,10304,31189,"BP PIPELINE (NORTH AMERICA) INC.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","INDIANA",0,0,0,0,0,0,134,3,4,1,0,142
41089.4680092593,2010,20110294,10304,31189,"BP PIPELINE (NORTH AMERICA) INC.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","KANSAS",0,0,0,0,72,0,0,0,1,0,0,73
41089.4680092593,2010,20110294,10304,31189,"BP PIPELINE (NORTH AMERICA) INC.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","KENTUCKY",0,0,0,0,0,0,97,0,0,0,0,97
41089.4680092593,2010,20110294,10304,31189,"BP PIPELINE (NORTH AMERICA) INC.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MISSOURI",0,0,0,0,7,0,0,0,0,0,0,7
41089.4680092593,2010,20110294,10304,31189,"BP PIPELINE (NORTH AMERICA) INC.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TENNESSEE",0,0,0,0,0,0,128,0,0,0,0,128
41089.4680092593,2010,20110294,10304,31189,"BP PIPELINE (NORTH AMERICA) INC.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",0,0,14,0,59,0,0,0,0,0,0,73
41089.4680092593,2010,20110294,10304,31189,"BP PIPELINE (NORTH AMERICA) INC.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,25,17,4,0,0,0,46
41089.4680092593,2010,20110046,10046,31215,"PCS NITROGEN FERTILIZER LP","CO2","INTRASTATE","LOUISIANA",,,,,,,,,1.1,,0.2,1.3
41089.4680092593,2010,20110198,10200,31228,"OCCIDENTAL OF ELK HILLS, INC","HVL","INTRASTATE","CALIFORNIA",0,0,0,0,0,0,0,0,0,21.51,0,21.51
41089.4680092593,2010,20110297,10307,31256,"GAS SOLUTIONS II, LTD","HVL","INTRASTATE","TEXAS",,,,,,14,,,,22,,36
41089.4680092593,2010,20110204,10206,31270,"TRI-STATES NGL PIPELINE LLC","HVL","INTERSTATE","ALABAMA",0,0,0,0,0,0,0,0,18,0,0,18
41089.4680092593,2010,20110204,10206,31270,"TRI-STATES NGL PIPELINE LLC","HVL","INTERSTATE","LOUISIANA",0,0,0,20,0,0,0,0,37,0,0,57
41089.4680092593,2010,20110204,10206,31270,"TRI-STATES NGL PIPELINE LLC","HVL","INTERSTATE","MISSISSIPPI",0,0,0,26,0,0,0,0,64,0,2,92
41089.4680092593,2010,20110461,10510,31285,"HOUSTON AMMONIA TERMINAL","HVL","INTRASTATE","TEXAS",,,,,,,,6.2,,,,6.2
41089.4680092593,2010,20110408,10431,31295,"PACIFIC OPERATORS OFFSHORE","Crude Oil","INTERSTATE","CALIFORNIA",,,,,,6.439,,,,,,6.439
41089.4680092593,2010,20110422,10447,31296,"VENOCO, INC","Crude Oil","INTERSTATE","CALIFORNIA",,,,,,3.4,,,,,,3.4
41089.4680092593,2010,20110422,10447,31296,"VENOCO, INC","Crude Oil","INTERSTATE","OCS-Pacific",,,,,,,,11.8,,,,11.8
41089.4680092593,2010,20110422,10447,31296,"VENOCO, INC","Crude Oil","INTRASTATE","CALIFORNIA",,,,,4.1,30.3,0.4,,,,,34.8
41089.4680092593,2010,20110344,10356,31304,"DEVON GAS SERVICES, LP","CO2","INTRASTATE","WYOMING",,,,,,,,,,46,,46
41089.4680092593,2010,20110345,10357,31304,"DEVON GAS SERVICES, LP","HVL","INTRASTATE","WYOMING",,,,,,,,,,2,,2
41089.4680092593,2010,20110114,10115,31312,"WEST PHOENIX POWER PLANT","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ARIZONA",0,0,0,0,0,0,2,0,0,0,0,2
41089.4680092593,2010,20110327,10710,31325,"PACIFIC PIPELINE SYSTEM LLC","Crude Oil","INTRASTATE","CALIFORNIA",,,3.62,7.93,115.49,26.17,3.58,21.59,151.43,8.85,,338.66
41089.4680092593,2010,20110227,10292,31336,"CHEVRON U.S.A. INC","Crude Oil","INTERSTATE","LOUISIANA",0.341,,,,,10.647,,1.626,2.394,5.841,,20.849
41089.4680092593,2010,20110227,10292,31336,"CHEVRON U.S.A. INC","Crude Oil","INTRASTATE","LOUISIANA",,,,,,,,,,2.574,,2.574
41089.4680092593,2010,20110265,10271,31341,"OLIKTOK PIPELINE COMPANY","HVL","INTRASTATE","ALASKA",,,,,,,,28.065,,,,28.065
41089.4680092593,2010,20110417,11476,31347,"UNION OIL COMPANY OF CALIFORNIA (UOCC)","Crude Oil","INTRASTATE","ALASKA",0,0,0,0,0,45,5,6,0,0,0,56
41089.4680092593,2010,20110085,11079,31352,"WHITING PETROLEUM CORP","Crude Oil","INTERSTATE","OKLAHOMA",,,,,,48.6,,,,,,48.6
41089.4680092593,2010,20110085,11079,31352,"WHITING PETROLEUM CORP","Crude Oil","INTERSTATE","TEXAS",,,,,,0.8,,,,,,0.8
41089.4680092593,2010,20110031,11027,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC","CO2","INTRASTATE","TEXAS",,,,,,,0.622,,,,,0.622
41089.4680092593,2010,20110056,11028,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC","HVL","INTERSTATE","MICHIGAN",,,,,,,,3.32,,,,3.32
41089.4680092593,2010,20110056,11028,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC","HVL","INTRASTATE","LOUISIANA",,,,,,,,17.203,,,,17.203
41089.4680092593,2010,20110056,11028,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC","HVL","INTRASTATE","TEXAS",,,60.522,41.467,84.026,82.825,259.139,51.153,278.55,104.847,,962.529
41089.4680092593,2010,20110055,11029,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TEXAS",,,,,,,,,,27.776,,27.776
41089.4680092593,2010,20110055,11029,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,77.257,0,68.718,1.84,5.435,5.157,1.128,159.535
41089.4680092593,2010,20110058,10059,31420,"VOPAK TERMINAL LOS ANGELES INC.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",,0,0,0,0,0,0,0,10.61,0,0,10.61
41089.4680092593,2010,20110301,10311,31423,"ENBRIDGE ENERGY MARKETING LLC","Crude Oil","INTRASTATE","MISSISSIPPI",,,,,37.5,,,,,,,37.5
41089.4680092593,2010,20110305,10315,31425,"ENBRIDGE PIPELINES (TEXAS GATHERING) L.P.","HVL","INTRASTATE","TEXAS",,,,,,,,,,41.82,,41.82
41089.4680092593,2010,20110244,10248,31428,"MERIT ENERGY COMPANY","CO2","INTRASTATE","WYOMING",0,0,0,0,0,0,0,20,0,0,0,20
41089.4680092593,2010,20110237,10240,31428,"MERIT ENERGY COMPANY","HVL","INTRASTATE","WYOMING",0,0,0,0,0,0,0,27,7,0,0,34
41089.4680092593,2010,20110030,10030,31434,"PALMER PETROLEUM INC","Crude Oil","INTRASTATE","ALABAMA",,0,0,0,0,0,0,0,0,4,5,9
41089.4680092593,2010,20110039,10039,31443,"ALON USA, LP","Crude Oil","INTRASTATE","TEXAS",,,,,,,4,,,,,4
41089.4680092593,2010,20110040,10040,31443,"ALON USA, LP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,,,,42,,,,42
41089.4680092593,2010,20110236,10239,31448,"ENBRIDGE PIPELINES (TOLEDO) INC","Crude Oil","INTERSTATE","MICHIGAN",,,,,,,,42,,35,,77
41089.4680092593,2010,20110236,10239,31448,"ENBRIDGE PIPELINES (TOLEDO) INC","Crude Oil","INTERSTATE","OHIO",,,,,,,,11,,,,11
41089.4680092593,2010,20110171,10173,31454,"NUSTAR LOGISTICS, L.P.","Crude Oil","INTERSTATE","COLORADO",0,0,0,0,0,7,0,0,0,0,0,7
41089.4680092593,2010,20110171,10173,31454,"NUSTAR LOGISTICS, L.P.","Crude Oil","INTERSTATE","OKLAHOMA",0,0,0,0,0,0,11.6,0,70.7,3.9,0,86.2
41089.4680092593,2010,20110171,10173,31454,"NUSTAR LOGISTICS, L.P.","Crude Oil","INTERSTATE","TEXAS",0,0,0,0,30.7,0,0,0,1.7,0,0,32.4
41089.4680092593,2010,20110171,10173,31454,"NUSTAR LOGISTICS, L.P.","Crude Oil","INTRASTATE","TEXAS",0,0,0,0,0,0,43.4,0,341.4,0.3,0,385.1
41089.4680092593,2010,20110170,10172,31454,"NUSTAR LOGISTICS, L.P.","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,59.1,8.4,0,67.5
41089.4680092593,2010,20110169,10171,31454,"NUSTAR LOGISTICS, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","COLORADO",0,0,0,0,0,0,0,0,270.4,1.6,0.8,272.8
41089.4680092593,2010,20110169,10171,31454,"NUSTAR LOGISTICS, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW MEXICO",0,0,0,0,227.5,0,0,0,483.8,5.3,0,716.6
41089.4680092593,2010,20110169,10171,31454,"NUSTAR LOGISTICS, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OKLAHOMA",0,0,0,0,0,0,77.7,9.9,39.7,0.1,0,127.4
41089.4680092593,2010,20110169,10171,31454,"NUSTAR LOGISTICS, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TEXAS",0,0,0,0,82.2,0,253.1,0,360.2,132.9,0.4,828.8
41089.4680092593,2010,20110169,10171,31454,"NUSTAR LOGISTICS, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",1.5,0,0,0,225.4,239.2,127.3,95.3,123.8,91.8,2.8,907.1
41089.4680092593,2010,20110421,10446,31455,"MONTANA REFINING COMPANY, INC","Crude Oil","INTRASTATE","MONTANA",,,,,,,,,,2.6,,2.6
41089.4680092593,2010,20110340,10352,31460,"DOD DEFENSE ENERGY SUPPORT CENTER","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",0,0,0,5.88,6.03,0,0,6.9,0,0,0,18.81
41089.4680092593,2010,20110124,10125,31470,"VECTREN ENERGY DELIVERY OF OHIO","HVL","INTRASTATE","OHIO",0,0,0,0,14.9,6.4,0.1,0,0.4,1,0.8,23.6
41089.4680092593,2010,20110034,10034,31471,"SANDRIDGE CO2, LLC","CO2","INTRASTATE","TEXAS",,,,,,,,,26.6,82.3,76.5,185.4
41089.4680092593,2010,20110363,10381,31475,"TRINITY PIPELINE GP LLC","CO2","INTERSTATE","NEW MEXICO",0,0,0,0,0,0,0,48,0,10,0,58
41089.4680092593,2010,20110363,10381,31475,"TRINITY PIPELINE GP LLC","CO2","INTERSTATE","TEXAS",0,0,0,0,0,0,0,82,0,0,0,82
41089.4680092593,2010,20110363,10381,31475,"TRINITY PIPELINE GP LLC","CO2","INTRASTATE","NEW MEXICO",0,0,0,0,0,0,0,58,0,0,0,58
41089.4680092593,2010,20110292,10302,31476,"SEMGROUP LP","Crude Oil","INTERSTATE","KANSAS",0,0,0,0,71.7,8,0,0.2,0,4.2,0,84.1
41089.4680092593,2010,20110292,10302,31476,"SEMGROUP LP","Crude Oil","INTERSTATE","OKLAHOMA",0,0,0,0,11.2,0,0,0.4,0,5.8,0,17.4
41089.4680092593,2010,20110292,10302,31476,"SEMGROUP LP","Crude Oil","INTRASTATE","KANSAS",0,0,93.19,24.12,129.19,59.81,0,0,0,2.49,0,308.8
41089.4680092593,2010,20110292,10302,31476,"SEMGROUP LP","Crude Oil","INTRASTATE","OKLAHOMA",0,0,0,7.75,8.75,0,0,0,1.72,9.28,0,27.5
41089.4680092593,2010,20110306,10316,31485,"ENBRIDGE OFFSHORE (GAS GATHERING) L.L.C.","Crude Oil","INTERSTATE","LOUISIANA",,,,,,,,,,25.69,,25.69
41089.4680092593,2010,20110306,10316,31485,"ENBRIDGE OFFSHORE (GAS GATHERING) L.L.C.","Crude Oil","INTERSTATE","OCS-Gulf of Mexico",,,,,,,,,,25.69,,25.69
41089.4680092593,2010,20110431,10460,31502,"OCCIDENTAL PERMIAN LTD","CO2","INTRASTATE","TEXAS",0,0,0,0,0,0,0,6,0,0,0,6
41089.4680092593,2010,20110433,10464,31502,"OCCIDENTAL PERMIAN LTD","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,2,0,2
41089.4680092593,2010,20110179,10181,31506,"CONOCOPHILLIPS COMPANY (E&P-L-48)","HVL","INTRASTATE","NEW MEXICO",,,,,95.5,,,,,,,95.5
41089.4680092593,2010,20110179,10181,31506,"CONOCOPHILLIPS COMPANY (E&P-L-48)","HVL","INTRASTATE","TEXAS",,,,,,,,5.1,,,,5.1
41089.4680092593,2010,20110080,10081,31517,"ASCEND PERFORMANCE MATERIALS, LLC","HVL","INTERSTATE","TEXAS",,,,,,92.893,,,,,,92.893
41089.4680092593,2010,20110132,10133,31526,"DELAWARE STORAGE AND PIPELINE COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","DELAWARE",,,,,,,10,,,,,10
41089.4680092593,2010,20110257,10263,31536,"GOLDEN VALLEY ELECTRIC ASSOCIATION, INC","Crude Oil","INTRASTATE","ALASKA",,,,,,,,,2.1,2.1,0.85,5.05
41089.4680092593,2010,20110010,11072,31538,"GenOn PINEY POINT, LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","MARYLAND",,0,0,0,0,0,0,52,0,0,0,52
41089.4680092593,2010,20110267,10273,31552,"ALPINE TRANSPORTATION CO.","Crude Oil","INTERSTATE","ALASKA",,,,,,,,,,34.634,,34.634
41089.4680092593,2010,20110185,10187,31554,"CHEVRON PETROCHEMICAL PIPELINE LLC","HVL","INTERSTATE","LOUISIANA",,,,,160.2,,,,,0.5,,160.7
41089.4680092593,2010,20110185,10187,31554,"CHEVRON PETROCHEMICAL PIPELINE LLC","HVL","INTERSTATE","TEXAS",,,,,15.3,,,,,,,15.3
41089.4680092593,2010,20110298,10321,31555,"KINDER MORGAN CO2 CO. LP","CO2","INTERSTATE","COLORADO",,,,,,,,98,,14,,112
41089.4680092593,2010,20110298,10321,31555,"KINDER MORGAN CO2 CO. LP","CO2","INTERSTATE","NEW MEXICO",,,,,,,,430,21,,,451
41089.4680092593,2010,20110298,10321,31555,"KINDER MORGAN CO2 CO. LP","CO2","INTERSTATE","TEXAS",,,,,,,138,252,110,123,91,714
41089.4680092593,2010,20110298,10321,31555,"KINDER MORGAN CO2 CO. LP","CO2","INTRASTATE","TEXAS",,,,,,,,,,17,,17
41089.4680092593,2010,20110309,10319,31555,"KINDER MORGAN CO2 CO. LP","Crude Oil","INTERSTATE","TEXAS",,,,75,370,,,,,9,,454
41089.4680092593,2010,20110309,10319,31555,"KINDER MORGAN CO2 CO. LP","Crude Oil","INTRASTATE","TEXAS",,,,,,,,,,2,,2
41089.4680092593,2010,20110186,10188,31556,"CHEVRON MIDSTREAM PIPELINES LLC","HVL","INTRASTATE","LOUISIANA",5.1,,,,31.7,155.7,55,3.1,150.1,4.3,,405
41089.4680092593,2010,20110188,10190,31563,"WHITECAP PIPE LINE COMPANY, L.L.C.","Crude Oil","INTERSTATE","LOUISIANA",,,,,,44.2,,,,,,44.2
41089.4680092593,2010,20110278,10286,31570,"TESORO - HIGH PLAINS PIPELINE COMPANY","Crude Oil","INTERSTATE","MONTANA",0,0,0,0,0,0,38.4,0,0,0,0,38.4
41089.4680092593,2010,20110278,10286,31570,"TESORO - HIGH PLAINS PIPELINE COMPANY","Crude Oil","INTERSTATE","NORTH DAKOTA",0,0,0,0,169.8,33,52.3,0,18,0,0,273.1
41089.4680092593,2010,20110232,10235,31574,"WESTERN REFINING PIPELINE COMPANY","Crude Oil","INTERSTATE","NEW MEXICO",,,,,,424,,,,,,424
41089.4680092593,2010,20110399,10422,31579,"Magellan Pipelines Holdings, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,,11,,2.5,,0.5,,14
41089.4680092593,2010,20110397,10420,31580,"Magellan Terminals Holdings, L.P.","Crude Oil","INTRASTATE","LOUISIANA",,,,,,,,,14,,,14
41089.4680092593,2010,20110398,10421,31580,"Magellan Terminals Holdings, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CONNECTICUT",,,,,3,,,,,,,3
41089.4680092593,2010,20110398,10421,31580,"Magellan Terminals Holdings, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","DELAWARE",,,,,,,3,,,,,3
41089.4680092593,2010,20110398,10421,31580,"Magellan Terminals Holdings, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",2,,,,,,,12,,2,,16
41089.4680092593,2010,20110077,10078,31582,"BEAR PAW ENERGY, LLC","HVL","INTERSTATE","MONTANA",0,0,0,0,0,0,0,9,0,0,0,9
41089.4680092593,2010,20110077,10078,31582,"BEAR PAW ENERGY, LLC","HVL","INTERSTATE","NORTH DAKOTA",0,0,0,0,0,0,0,2,0,0,0,2
41089.4680092593,2010,20110165,10167,31583,"TESORO REFINING & MARKETING CO., MOUNTAIN REGION","Crude Oil","INTRASTATE","UTAH",0,0,2.26,0,0,0.89,0,0,1.96,2.1,0,7.21
41089.4680092593,2010,20110218,10220,31583,"TESORO REFINING & MARKETING CO., MOUNTAIN REGION","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","UTAH",0,0,2.535,2.535,0,0,0,0,0,0,0,5.07
41089.4680092593,2010,20120032,11050,31591,"STONE ENERGY","Crude Oil","INTRASTATE","LOUISIANA",,,,,,,0.65,30.3,12.6,,,43.55
41089.4680092593,2010,20110256,10262,31604,"EQT MIDSTREAM","HVL","INTERSTATE","KENTUCKY",0,0,0,0,0,0,0,0,0,4.339,0,4.339
41089.4680092593,2010,20110256,10262,31604,"EQT MIDSTREAM","HVL","INTERSTATE","WEST VIRGINIA",0,0,0,0,0,0,0,0,0,22.269,0,22.269
41089.4680092593,2010,20110205,10207,31610,"BP WEST COAST PRODUCTS L.L.C.","Crude Oil","INTRASTATE","CALIFORNIA",0,0,0,0,14,4,10,2,8,0,0,38
41089.4680092593,2010,20110206,10208,31610,"BP WEST COAST PRODUCTS L.L.C.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",0,1,0,1,44,14,24,10,10,0,0,104
41089.4680092593,2010,20110304,10314,31613,"ENBRIDGE PIPELINES (EAST TEXAS) L.P.","HVL","INTRASTATE","TEXAS",,,,61.7,,,28.45,1.5,4.6,13.36,,109.61
41089.4680092593,2010,20110289,10516,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Crude Oil","INTERSTATE","LOUISIANA",8.151,0,0,0,0,0,0,40.049,129.515,732.296,0,910.011
41089.4680092593,2010,20110289,10516,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Crude Oil","INTERSTATE","TEXAS",0,0,0,0,0,0,0,0,0,167.373,0,167.373
41089.4680092593,2010,20110289,10516,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Crude Oil","INTRASTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,0,0,0
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","ALABAMA",0,0,0,0,0,0,73.441,12.017,0,0.005,0.012,85.475
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","ARKANSAS",162.644,0,0,80.589,2.257,48.618,0.713,0.56,0.565,0.159,0,296.105
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","COLORADO",0,0,0,0,0,0,0,148.34,160.355,61.385,0,370.08
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","ILLINOIS",107.325,0,0,0,43.324,84.432,198.257,233.768,10.741,11.74,0.092,689.679
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","INDIANA",151.225,0,0,0,186.653,0,0,2.809,0.211,44.383,0,385.281
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","IOWA",0,0,0,0,0,593.808,142.407,1.409,8.799,0.62,0.018,747.061
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","KANSAS",0,0,0,0,0,787.873,353.685,118.959,131.406,102.218,0.111,1494.252
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","KENTUCKY",0,0,0,0,0,0,9.872,0.005,0,0,0,9.877
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","LOUISIANA",1.428,0,0,102.382,35.527,0,0,0,264.201,134.199,0,537.737
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","MINNESOTA",0,0,0,0,0,210.904,0.445,0.962,5.922,0.212,0,218.445
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","MISSISSIPPI",0,0,0,0,0,0,58.295,0,0.004,0,0,58.299
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","MISSOURI",69.483,0,0,0,0,209.022,162.004,2.319,21.657,5.497,0.254,470.236
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","NEBRASKA",0,0,0,0,0,282.186,1.077,0.061,5.02,0.021,0,288.365
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","NEW MEXICO",0.157,0,0,0,0,61.562,111.563,427.802,469.133,153.825,0,1224.042
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","NEW YORK",0,0,0,0,0,191.234,0,0.188,8.166,0.309,0,199.897
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","OHIO",33.984,0,0,0.119,12.062,217.952,0,8.83,94.176,4.061,0.052,371.236
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","OKLAHOMA",0.006,0,0,0,0,200.933,31.679,54.611,23.345,54.089,0,364.663
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","PENNSYLVANIA",0,0,0,281.565,0,178.386,58.348,0,5.763,23.837,0.022,547.921
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","TEXAS",596.655,0,0,83.899,60.206,722.309,499.613,119.426,505.408,185.732,0.838,2774.086
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","UTAH",0,0,0,0,0,0,0,245.14,232.471,18.27,0,495.881
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","WEST VIRGINIA",0,0,0,0,0,7.645,7.466,0,0,0,0,15.111
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","WISCONSIN",0,0,0,0,0,68.258,0.288,0,2.296,0,0,70.842
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTERSTATE","WYOMING",0.192,0,0,0,0,0,0,333.851,68.419,67.606,0.313,470.381
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTRASTATE","ALABAMA",0,0,0,0,0,0,0,0,0,0,0,0
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTRASTATE","LOUISIANA",113.132,0,0,0,0,521.824,196.125,139.014,106.585,191.242,0.003,1267.925
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTRASTATE","NEW MEXICO",0.16,0,0,0,0,61.559,111.563,427.802,469.133,153.825,0,1224.042
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTRASTATE","TEXAS",96.475,0,34.432,40.039,181.802,392.445,222.363,1243.858,1693.81,465.519,1.824,4372.567
41089.4680092593,2010,20110403,11008,31618,"ENTERPRISE PRODUCTS OPERATING LLC","HVL","INTRASTATE","WYOMING",0,0,0,0,0,0,0,0,0,3.334,0,3.334
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ARKANSAS",0,0,0,170.303,175.839,0.812,288.865,55.805,45.521,1.907,0.037,739.089
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","COLORADO",0,0,0,0,0,0,0,0.519,0,8.518,0,9.037
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ILLINOIS",0,0,0,0,2.575,7.63,117.307,0,0.007,0.677,0,128.196
