"DATAFILE_AS_OF","REPORT_YEAR","REPORT_NUMBER","SUPPLEMENTAL_NUMBER","OPERATOR_ID","PARTA2NAMEOFCOMP","PARTA5COMMODITY","INTER_INTRA","STATE_NAME","PARTF1A","PARTF1B","PARTF1C","PARTF1D","PARTF1E","PARTF2A","PARTF2B","PARTF2C1","PARTF2C2","PARTF2C3","PARTF2CTOT","PARTF3A","PARTF3B","PARTF3C","PARTF3D","PARTF4A","PARTF4B","PARTF4C1","PARTF4C2","PARTF4C3","PARTF4CTOT","PARTF5A","PARTF5B","PARTF5C1","PARTF5C2","PARTF5C3","PARTF5CTOT","PARTF6A","PARTF6B","PARTF6C","PARTGMBA","PARTGMRC","PARTGTOTMILES"
8-31-2012,2011,20120319,11492,300,"PLAINS PIPELINE, L.P.","Crude Oil","INTRASTATE","TEXAS",199.64,199.64,0,0,399.28,93,93,14,4,1,19,40.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.93,93,19,5.03,15.71,20.74
8-31-2012,2011,20120319,11492,300,"PLAINS PIPELINE, L.P.","Crude Oil","INTRASTATE","UTAH",94.01,94.01,0,0,188.02,30,30,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.02,30,5,0,50.43,50.43
8-31-2012,2011,20120319,11492,300,"PLAINS PIPELINE, L.P.","Crude Oil","INTRASTATE","WYOMING",358.93,358.93,262.94,0,980.8,222,222,2,3,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.8,222,35,0,139.26,139.26
8-31-2012,2011,20120310,11348,300,"PLAINS PIPELINE, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,7.94,7.94,0,0,15.88,40,40,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,40,4,0,7.94,7.94
8-31-2012,2011,20120131,11163,395,"AMOCO OIL CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,0,0,244,0,244,42,42,3,1,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,42,15,0,0,0
8-31-2012,2011,20120362,11403,402,"MARKWEST EAST TEXAS PNG UTILITY, LLC","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120047,11070,473,"ANADARKO PETROLEUM CORP","Crude Oil","INTRASTATE","WYOMING",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120077,11106,515,"DAKOTA GASIFICATION COMPANY","CO2","INTERSTATE",,49,49,0,0,98,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.26,0,0,0,5.1,5.1
8-31-2012,2011,20120394,11438,879,"CHEMOIL TERMINALS CORP.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120164,11196,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP","HVL","INTRASTATE","TEXAS",28.1,28.1,0,0,56.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2,0,0,0,14.7,14.7
8-31-2012,2011,20120288,11326,999,"PACIFIC COAST ENERGY COMPANY, LP","Crude Oil","INTRASTATE","CALIFORNIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120437,11483,1248,"BELLE FOURCHE PIPELINE CO","Crude Oil","INTERSTATE",,66.5,66.5,0,0,133,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,10,0,0,0,0
8-31-2012,2011,20120028,11046,1541,"BP PIPELINES (ALASKA), INC","Crude Oil","INTRASTATE","ALASKA",41.022,41.022,0,0,82.044,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.044,0,1,0,41.02,41.02
8-31-2012,2011,20120035,11054,1541,"BP PIPELINES (ALASKA), INC","HVL","INTRASTATE","ALASKA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.91,0,0,0,0,0,4.34,0,0,0,0,0,15.25,0,0,0,15.25,15.25
8-31-2012,2011,20120318,11356,1845,"BUCKEYE PARTNERS, LP","HVL","INTERSTATE",,4.76,4.76,0,0,9.52,0,0,0,0,0,0,0,0,0,0,2.613,0,0,0,0,0,0,0,0,0,0,0,12.133,0,0,0,7.373,7.373
8-31-2012,2011,20120359,11400,1845,"BUCKEYE PARTNERS, LP","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,788.938,790.035,116.87,0,1695.843,174,114,3,7,51,61,76.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772.152,114,61,0,589.351,589.351
8-31-2012,2011,20120436,11482,1960,"BUTTE PIPELINE CO","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120090,11119,2162,"DOW PIPELINE CO - CAYUSE","HVL","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120153,11185,2170,"CENEX PIPELINE LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,121.04,121.04,0,0,242.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.08,0,0,0,69.39,69.39
8-31-2012,2011,20120205,11241,2190,"CENTRAL FLORIDA PIPELINE CORP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","FLORIDA",0,0,0,0,0,18,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0
8-31-2012,2011,20120140,11172,2339,"CHEVRON PRODUCTS COMPANY - HAWAII","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","HAWAII",5.2,5.2,0,0,10.4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,4,0,0,5.2,5.2
8-31-2012,2011,20120040,11059,2371,"WESTERN REFINING SOUTHWEST, INC","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120040,11059,2371,"WESTERN REFINING SOUTHWEST, INC","Crude Oil","INTRASTATE","NEW MEXICO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120039,11058,2371,"WESTERN REFINING SOUTHWEST, INC","HVL","INTRASTATE","NEW MEXICO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120402,11446,2387,"CITGO PIPELINE CO","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120402,11446,2387,"CITGO PIPELINE CO","Crude Oil","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120149,11249,2552,"COLONIAL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,1101.2,1101.2,101.4,0,2303.8,224,50,4,2,9,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2337.8,50,15,2.1,1202.6,1204.7
8-31-2012,2011,20120026,11042,2564,"COLORADO INTERSTATE GAS CO","HVL","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120025,11041,2564,"COLORADO INTERSTATE GAS CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120354,11394,2714,"DOMINION TRANSMISSION, INC","HVL","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120354,11394,2714,"DOMINION TRANSMISSION, INC","HVL","INTRASTATE","WEST VIRGINIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120355,11395,2714,"DOMINION TRANSMISSION, INC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","WEST VIRGINIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120180,11215,2731,"CHEVRON PIPE LINE CO","CO2","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120368,11412,2731,"CHEVRON PIPE LINE CO","Crude Oil","INTERSTATE",,16.2,16.2,0,0,32.4,16,16,1,6,0,7,103.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.3,16,7,65.1,1.9,67
8-31-2012,2011,20120368,11412,2731,"CHEVRON PIPE LINE CO","Crude Oil","INTRASTATE","CALIFORNIA",183.2,183.2,0,0,366.4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.4,6,0,0,32.5,32.5
8-31-2012,2011,20120368,11412,2731,"CHEVRON PIPE LINE CO","Crude Oil","INTRASTATE","LOUISIANA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-31-2012,2011,20120309,11347,2731,"CHEVRON PIPE LINE CO","HVL","INTERSTATE",,438.3,438.3,0,0,876.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876.6,0,0,0,74.6,74.6
8-31-2012,2011,20120309,11347,2731,"CHEVRON PIPE LINE CO","HVL","INTRASTATE","LOUISIANA",58.2,58.2,0,0,116.4,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.1,0,0,0,10.4,10.4
8-31-2012,2011,20120309,11347,2731,"CHEVRON PIPE LINE CO","HVL","INTRASTATE","TEXAS",121.1,121.1,0,0,242.2,25,25,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.6,25,0,0,55.5,55.5
8-31-2012,2011,20120335,11373,2731,"CHEVRON PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,143.6,143.6,0,0,287.2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.2,22,0,0,53.8,53.8
8-31-2012,2011,20120335,11373,2731,"CHEVRON PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",73.5,73.5,0,0,147,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,2,0,66,66
8-31-2012,2011,20120335,11373,2731,"CHEVRON PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120197,11233,2767,"COOK INLET PIPE LINE CO","Crude Oil","INTRASTATE","ALASKA",0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
8-31-2012,2011,20120068,11097,3445,"DIXIE PIPELINE COMPANY LLC","HVL","INTERSTATE",,0,0,0,0,0,57,57,6,7,19,32,137.588,80,18,1,0,0,0,0,0,0,0,0,0,0,0,0,137.588,137,51,0,55.682,55.682
8-31-2012,2011,20120301,11339,3466,"DOME PETROLEUM CORP","HVL","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120088,11117,3527,"DOW PIPELINE CO","HVL","INTRASTATE","TEXAS",0,0,0,24.27,24.27,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.27,12,0,0,24.27,24.27
8-31-2012,2011,20120093,11122,3535,"DOW PIPELINE CO","HVL","INTRASTATE","LOUISIANA",0,0,0,79.51,79.51,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.51,4,0,0,79.51,79.51
8-31-2012,2011,20120300,11388,4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","Crude Oil","INTERSTATE",,13.6,13.6,0,0,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2,0,0,0,13.6,13.6
8-31-2012,2011,20120300,11388,4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","Crude Oil","INTRASTATE","TEXAS",12.37,12.37,0,0,24.74,3,3,0,0,1,1,16.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.81,3,1,12.98,0,12.98
8-31-2012,2011,20120346,11384,4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","HVL","INTRASTATE","TEXAS",69.99,69.99,0,0,139.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.98,0,0,0,27.93,27.93
8-31-2012,2011,20120349,11387,4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120349,11387,4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
8-31-2012,2011,20120206,11242,4472,"KINDER MORGAN ENERGY PARTNERS, L.P.","HVL","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120175,11210,4805,"EXPLORER PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,730.92,730.92,0,0,1461.84,54,2246,1,10,29,40,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464.09,2246,40,0,825.27,825.27
8-31-2012,2011,20120321,11359,4906,"EXXONMOBIL PIPELINE CO","Crude Oil","INTERSTATE",,106.1,106.1,0,34.5,246.7,204,176,7,7,49,63,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.38,176,63,0.58,99.82,100.4
8-31-2012,2011,20120321,11359,4906,"EXXONMOBIL PIPELINE CO","Crude Oil","INTRASTATE","MONTANA",0,0,70.2,0,70.2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.2,2,1,0,70.2,70.2
8-31-2012,2011,20120321,11359,4906,"EXXONMOBIL PIPELINE CO","Crude Oil","INTRASTATE","TEXAS",13.38,13.38,0,0,26.76,200,198,8,25,97,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.76,198,130,0,13.38,13.38
8-31-2012,2011,20120324,11362,4906,"EXXONMOBIL PIPELINE CO","HVL","INTRASTATE","LOUISIANA",89.74,89.74,0,0,179.48,19,19,0,0,3,3,28.17,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,207.95,19,3,0,95.71,95.71
8-31-2012,2011,20120324,11362,4906,"EXXONMOBIL PIPELINE CO","HVL","INTRASTATE","TEXAS",148,148,0,0,296,183,183,1,2,77,80,14.58,0,0,0,4.46,18,0,0,0,0,0,0,0,0,0,0,315.04,201,80,1.1,163.54,164.64
8-31-2012,2011,20120323,11361,4906,"EXXONMOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120323,11361,4906,"EXXONMOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",165.8,165.8,0,0,331.6,39,39,4,3,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.6,39,30,0,149.54,149.54
8-31-2012,2011,20120431,11477,4908,"ExxonMobil Production Company, a division of Exxon Mobil Corporation","CO2","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120431,11477,4908,"ExxonMobil Production Company, a division of Exxon Mobil Corporation","CO2","INTRASTATE","WYOMING",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120429,11474,4908,"ExxonMobil Production Company, a division of Exxon Mobil Corporation","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120429,11474,4908,"ExxonMobil Production Company, a division of Exxon Mobil Corporation","Crude Oil","INTRASTATE","ALABAMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120430,11475,4908,"ExxonMobil Production Company, a division of Exxon Mobil Corporation","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ALABAMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120391,11435,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC","Crude Oil","INTERSTATE",,31.54,31.54,0,8.84,71.92,3,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.92,3,2,0,16.16,16.16
8-31-2012,2011,20120391,11435,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC","Crude Oil","INTRASTATE","KANSAS",160.3,160.3,42.4,42.4,405.4,138,138,3,7,78,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.4,138,88,0,87.56,87.56
8-31-2012,2011,20120391,11435,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC","Crude Oil","INTRASTATE","OKLAHOMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120052,11077,5320,"PROGRESS ENERGY FLORIDA","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","FLORIDA",0,0,0,0,0,3,3,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0
8-31-2012,2011,20120282,11320,5524,"FOUR STAR OIL & GAS CO","Crude Oil","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,2.1,2.1
8-31-2012,2011,20120059,11087,6911,"GULF STATE PIPELINE CO INC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120384,11428,7063,"HARBOR PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,80.33,80.33,0,0,160.66,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.66,1,0,0,77.32,77.32
8-31-2012,2011,20120231,11269,7660,"HUNT CRUDE OIL SUPPLY CO","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0
8-31-2012,2011,20120231,11269,7660,"HUNT CRUDE OIL SUPPLY CO","Crude Oil","INTRASTATE","ALABAMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120231,11269,7660,"HUNT CRUDE OIL SUPPLY CO","Crude Oil","INTRASTATE","MISSISSIPPI",36,36,0,0,72,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,8,0,0,0,0
8-31-2012,2011,20120016,11023,8014,"IDAHO PIPELINE CORP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","IDAHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120015,11022,8166,"PPL INTERSTATE ENERGY CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","PENNSYLVANIA",49.4,0,0,0,49.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.4,0,0,0,49.4,49.4
8-31-2012,2011,20120072,11101,8175,"INTERSTATE STORAGE & PIPELINE C0","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","NEW JERSEY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120369,11536,9171,"MARKWEST JAVELINA PIPELINE COMPANY, LLC","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120374,11418,9175,"JAYHAWK PIPELINE LLC","Crude Oil","INTERSTATE",,49.1,49.1,0,0,98.2,633,633,0,2,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.2,633,23,0,7.15,7.15
8-31-2012,2011,20120374,11418,9175,"JAYHAWK PIPELINE LLC","Crude Oil","INTRASTATE","KANSAS",59.7,59.7,0,0,119.4,6,6,0,0,0,0,77.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.9,10,0,0,20.43,20.43
8-31-2012,2011,20120409,11453,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","HVL","INTERSTATE",,233.94,365.56,0,0,599.5,37,37,2,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599.5,37,9,0,229.45,229.45
8-31-2012,2011,20120410,11455,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,772.33,768.14,176.82,0,1717.29,74,74,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717.29,74,5,0,186.49,186.49
8-31-2012,2011,20120410,11455,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","OREGON",0,4.19,0,0,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,0,0,0,4.02,4.02
8-31-2012,2011,20120410,11455,10012,"NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","WASHINGTON",10.76,10.76,0,0,21.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.52,0,0,0,7.61,7.61
8-31-2012,2011,20120295,11333,10250,"KIANTONE PIPELINE CORP","Crude Oil","INTERSTATE",,76.7,76.7,0,0,153.4,28,28,0,1,2,3,0,0,0,0,0,0,0,0,0,0,78.3,0,0,0,0,0,231.7,28,3,3.5,73.2,76.7
