"DATAFILE_AS_OF","REPORT_YEAR","REPORT_NUMBER","SUPPLEMENTAL_NUMBER","OPERATOR_ID","PARTA2NAMEOFCOMP","PARTA5COMMODITY","INTER_INTRA","STATE_NAME","PARTF1A","PARTF1B","PARTF1C","PARTF1D","PARTF1E","PARTF2A","PARTF2B","PARTF2C1","PARTF2C2","PARTF2C3","PARTF2CTOT","PARTF3A","PARTF3B","PARTF3C","PARTF3D","PARTF4A","PARTF4B","PARTF4C1","PARTF4C2","PARTF4C3","PARTF4CTOT","PARTF5A","PARTF5B","PARTF5C1","PARTF5C2","PARTF5C3","PARTF5CTOT","PARTF6A","PARTF6B","PARTF6C","PARTGMBA","PARTGMRC","PARTGTOTMILES"
8-31-2012,2011,20120227,11265,10346,"KUPARUK TRANSPORTATION CO","Crude Oil","INTERSTATE",,27.8,27.8,0,0.098,55.698,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.698,2,0,0,0,0
8-31-2012,2011,20120392,11436,11032,"LACLEDE GAS CO","HVL","INTERSTATE",,6.42,0.65,5.77,0,12.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,0,0,0,6.42,6.42
8-31-2012,2011,20120422,11551,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","Crude Oil","INTERSTATE",,2333,2434,1054,137,5958,1736,1139,6,6,395,407,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5965,1139,407,0,1040,1040
8-31-2012,2011,20120421,11552,11169,,"HVL","INTERSTATE",,0,188,188,0,376,23,18,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,18,16,0,120,120
8-31-2012,2011,20120216,11254,11272,,"HVL","INTRASTATE","TEXAS",27.82,0,0,0,27.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,16.48,11.2,27.68
8-31-2012,2011,20120297,11335,11551,"LION OIL TRADING & TRANSPORTATION, INC","Crude Oil","INTERSTATE",,59.7,59.7,0,0,119.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.4,0,0,0,59.7,59.7
8-31-2012,2011,20120297,11335,11551,"LION OIL TRADING & TRANSPORTATION, INC","Crude Oil","INTRASTATE","ARKANSAS",14.5,14.5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,14.5,14.5
8-31-2012,2011,20120297,11335,11551,"LION OIL TRADING & TRANSPORTATION, INC","Crude Oil","INTRASTATE","TEXAS",0,3.8,0,0,3.8,0,0,0,0,0,0,189.2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,193,3,3,3.8,189.2,193
8-31-2012,2011,20120258,11296,11551,"LION OIL TRADING & TRANSPORTATION, INC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ARKANSAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120332,11370,11733,"LOOP LLC","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120262,11300,12105,"MAGELLAN AMMONIA PIPELINE, L.P.","HVL","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,259,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,259,4,4,0,57,57
8-31-2012,2011,20120387,11431,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE",,273.89,273.89,0,0,547.78,35,32,3,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.78,32,10,0,273.89,273.89
8-31-2012,2011,20120270,11398,12624,"MOBIL CORP","Crude Oil","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120326,11364,12624,"MOBIL CORP","HVL","INTRASTATE","TEXAS",0,0,0,0,0,91,25,0,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,0,0,0
8-31-2012,2011,20120325,11363,12624,"MOBIL CORP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",18.05,18.05,0,0,36.1,98,76,27,3,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1,76,46,0,18.02,18.02
8-31-2012,2011,20120327,11365,12628,"EXXONMOBIL PIPELINE CO","Crude Oil","INTERSTATE",,0,0,0,0,0,89,89,2,10,75,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,87,0,0,0
8-31-2012,2011,20120327,11365,12628,"EXXONMOBIL PIPELINE CO","Crude Oil","INTRASTATE","ILLINOIS",1.01,1.01,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0,0,2.02,0,2.02
8-31-2012,2011,20120327,11365,12628,"EXXONMOBIL PIPELINE CO","Crude Oil","INTRASTATE","INDIANA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120327,11365,12628,"EXXONMOBIL PIPELINE CO","Crude Oil","INTRASTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120327,11365,12628,"EXXONMOBIL PIPELINE CO","Crude Oil","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120329,11367,12628,"EXXONMOBIL PIPELINE CO","HVL","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120329,11367,12628,"EXXONMOBIL PIPELINE CO","HVL","INTRASTATE","OKLAHOMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120329,11367,12628,"EXXONMOBIL PIPELINE CO","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120328,11366,12628,"EXXONMOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,50,50,0,0,100,124,124,0,13,107,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,124,120,0,49,49
8-31-2012,2011,20120328,11366,12628,"EXXONMOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120187,11222,12634,"MOBIL CHEMICAL CO","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,5.73,0,0,2.89,2.84,5.73
8-31-2012,2011,20120284,11322,12913,"Calumet Superior LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120048,11068,14194,"OILTANKING, HOUSTON LP","Crude Oil","INTRASTATE","TEXAS",6.15,6.15,0,0,12.3,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,6,6,0,6.15,6.15
8-31-2012,2011,20120049,11069,14194,"OILTANKING, HOUSTON LP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",15.7,15.7,0,0,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4,0,0,0,15.7,15.7
8-31-2012,2011,20120336,11374,15156,"SINCLAIR TRANSPORTATION COMPANY","Crude Oil","INTRASTATE","WYOMING",182,182,0,0,364,2,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,115,0,37,44,81
8-31-2012,2011,20120245,11283,15156,"SINCLAIR TRANSPORTATION COMPANY","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
8-31-2012,2011,20120245,11283,15156,"SINCLAIR TRANSPORTATION COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","COLORADO",15,15,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,15,15
8-31-2012,2011,20120146,11178,15485,"PHILLIPS 66 COMPANY","Crude Oil","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120148,11180,15485,"PHILLIPS 66 COMPANY","HVL","INTRASTATE","TEXAS",17.01,14.07,0,0,31.08,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.27,0,0,0,31.27,31.27
8-31-2012,2011,20120150,11182,15485,"PHILLIPS 66 COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",40.55,40.55,0,0,81.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.1,0,0,0,81.1,81.1
8-31-2012,2011,20120207,11245,15674,"PLANTATION PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,331,331,0,0,662,233,60,0,2,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,60,27,0,440.44,440.44
8-31-2012,2011,20120377,11561,15774,"ENBRIDGE PIPELINES (NORTH DAKOTA) LLC","Crude Oil","INTERSTATE",,88,94,64,0,246,28,28,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,28,2,0,6,6
8-31-2012,2011,20120373,11417,15786,"PORTLAND PIPELINE CORP","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120438,11489,15851,"DELEK MARKETING AND SUPPLY, LP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,74,74,1,0,73,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,77,0,77
8-31-2012,2011,20120043,11062,15915,"PIPELINES OF PUERTO RICO INCD, THE","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","PUERTO RICO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120212,11250,15979,"ERGON TRUCKING, INC.","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,0,0,0,0,0
8-31-2012,2011,20120208,11244,18092,"SFPP, LP","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,0,357.55,0,15.5,373.05,85,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,752.32,10,1,0,0,1,1125.37,20,2,0,551.66,551.66
8-31-2012,2011,20120208,11244,18092,"SFPP, LP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",40.54,166.09,0,0,206.63,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,7.56,0,0,0,0,0,217.29,0,0,0,168.8,168.8
8-31-2012,2011,20120208,11244,18092,"SFPP, LP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120452,11511,18201,"SENECA RESOURCES CORP","Crude Oil","INTRASTATE","CALIFORNIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120235,11273,18275,"SHELL CHEMICAL CO","Crude Oil","INTRASTATE","ALABAMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120133,11165,18386,"BP OIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,0,0,0,0,0,3,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
8-31-2012,2011,20120133,11165,18386,"BP OIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","OHIO",11,11,0,0,22,27,27,5,3,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,15,0,11,11
8-31-2012,2011,20120218,11256,18526,"SOUTHERN UNION GAS SERVICES, LTD","HVL","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120218,11256,18526,"SOUTHERN UNION GAS SERVICES, LTD","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120094,11123,18667,"PLAINS EXPLORATION & PRODUCTION COMPANY (PXP)","Crude Oil","INTERSTATE",,22.07,0,0,0,22.07,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.07,7,0,0,22.7,22.7
8-31-2012,2011,20120094,11123,18667,"PLAINS EXPLORATION & PRODUCTION COMPANY (PXP)","Crude Oil","INTRASTATE","CALIFORNIA",5.71,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,0,0,0
8-31-2012,2011,20120193,11229,18678,"ST LOUIS PIPELINE OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,23
8-31-2012,2011,20120432,11478,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTERSTATE",,11,11,0,0,22,15,6,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,4,0,11,11
8-31-2012,2011,20120432,11478,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTRASTATE","OKLAHOMA",231,231,0,0,462,64,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,40,1,0,77,77
8-31-2012,2011,20120432,11478,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTRASTATE","TEXAS",299,299,0,0,598,371,296,4,8,25,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,296,37,0,109,109
8-31-2012,2011,20120418,11463,18718,"SUNOCO PIPELINE L.P.","HVL","INTERSTATE",,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
8-31-2012,2011,20120428,11473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,236.98,236.98,0,0,473.96,49,34,0,1,5,6,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.12,34,6,0,476.12,476.12
8-31-2012,2011,20120428,11473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120237,11275,18779,"SUNOCO, INC (R&M)","HVL","INTERSTATE",,2.4,2.4,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,2.4,2.4
8-31-2012,2011,20120233,11271,18779,"SUNOCO, INC (R&M)","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,4.69,4.69,0,0,9.38,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.53,0,0,0,4.69,4.69
8-31-2012,2011,20120256,11294,19319,"TEXAS PETROCHEMICALS CORP","HVL","INTRASTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,0,0,1.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.871,0,0,0,0.158,0.158
8-31-2012,2011,20120256,11294,19319,"TEXAS PETROCHEMICALS CORP","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120255,11293,19319,,"Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120255,11293,19319,,"Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120183,11218,19410,"THUMS LONG BEACH CO","Crude Oil","INTRASTATE","CALIFORNIA",5.03,0,0,0,5.03,2,2,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,2,0,0,5.14,5.14
8-31-2012,2011,20120191,11227,19585,"TRANS MOUNTAIN PIPELINE (PUGET SOUND) LLC","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120092,11121,19892,"UCAR PIPELINE INCORPORATED","HVL","INTRASTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120363,11405,20035,"UNOCAL PIPELINE COMPANY","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120278,11316,20160,"PETROLOGISTICS OLEFINS, LLC","HVL","INTRASTATE","LOUISIANA",40.44,40.44,0,0,80.88,25,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.88,0,2,0,0,0
8-31-2012,2011,20120278,11316,20160,"PETROLOGISTICS OLEFINS, LLC","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120241,11279,20202,"ULTRAMAR INC","Crude Oil","INTRASTATE","CALIFORNIA",0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.1
8-31-2012,2011,20120243,11281,20202,"ULTRAMAR INC","HVL","INTRASTATE","CALIFORNIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120239,11277,20202,"ULTRAMAR INC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,1.6,1.6
8-31-2012,2011,20120034,11053,21359,"SASOL NORTH AMERICA","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120316,11354,22430,"WEST SHORE PIPELINE CO","Crude Oil","INTERSTATE",,3.582,3.582,0,0,7.164,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.164,4,0,0,3.582,3.582
8-31-2012,2011,20120315,11353,22430,"WEST SHORE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,299.257,299.257,0,0,598.514,44,30,5,0,7,12,8.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.236,30,12,2.297,234.017,236.314
8-31-2012,2011,20120386,11430,22442,"WEST TEXAS GULF PIPELINE CO","Crude Oil","INTERSTATE",,63.3,63.3,0,0,126.6,67,27,1,0,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.6,27,27,0,63.3,63.3
8-31-2012,2011,20120263,11301,22610,"MAGELLAN PIPELINE COMPANY, LP","Crude Oil","INTERSTATE",,127,127,0,0,254,5,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,5,0,0,82,82
8-31-2012,2011,20120264,11302,22610,"MAGELLAN PIPELINE COMPANY, LP","HVL","INTERSTATE",,150,150,0,0,300,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,5,0,0,53,53
8-31-2012,2011,20120265,11303,22610,"MAGELLAN PIPELINE COMPANY, LP","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,1730,2200,492,0,4422,678,678,7,25,93,125,129,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4551,682,126,0,891,891
8-31-2012,2011,20120265,11303,22610,"MAGELLAN PIPELINE COMPANY, LP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",29,29,0,0,58,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,11,11
8-31-2012,2011,20120189,11224,22830,"WOLVERINE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,133.24,133.24,81.87,0,348.35,16,12,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.35,12,5,0,115.38,115.38
8-31-2012,2011,20120189,11224,22830,"WOLVERINE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ILLINOIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120109,11204,22855,"KOCH PIPELINE COMPANY, L.P.","Crude Oil","INTERSTATE",,381.68,381.68,507.41,129,1399.77,365,266,14,0,119,133,33.37,0,0,0,1,3,0,0,3,3,0,0,0,0,0,0,1434.14,269,136,0,444.35,444.35
8-31-2012,2011,20120109,11204,22855,"KOCH PIPELINE COMPANY, L.P.","Crude Oil","INTRASTATE","TEXAS",138.6,211.39,65.07,0,415.06,1562,146,1,1,10,12,68.67,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,483.83,146,12,27.67,83.75,111.42
8-31-2012,2011,20120112,11143,22855,"KOCH PIPELINE COMPANY, L.P.","Fuel Grade Ethanol (dedicated system)","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120111,11142,22855,"KOCH PIPELINE COMPANY, L.P.","HVL","INTERSTATE",,170,170,0,0,340,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,7,0,0,31.09,31.09
8-31-2012,2011,20120111,11142,22855,"KOCH PIPELINE COMPANY, L.P.","HVL","INTRASTATE","TEXAS",0,0,0,0,0,21,2,0,0,0,0,1.56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.56,3,1,0.77,0.79,1.56
8-31-2012,2011,20120110,11203,22855,"KOCH PIPELINE COMPANY, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,0,0,92,0,92,21,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,7,1,0,35.94,35.94
8-31-2012,2011,20120110,11203,22855,"KOCH PIPELINE COMPANY, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","MINNESOTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120110,11203,22855,"KOCH PIPELINE COMPANY, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",106.82,106.82,202.14,95.8,511.58,2405,2365,0,0,3,3,7.61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,519.19,2366,4,0.11,99.17,99.28
8-31-2012,2011,20120427,11472,25146,"EQUISTAR CHEMICALS, L.P.","HVL","INTRASTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120427,11472,25146,"EQUISTAR CHEMICALS, L.P.","HVL","INTRASTATE","TEXAS",250.7,250.7,0,1.71,503.11,61,61,0,0,1,1,5.64,0,0,0,0,0,0,0,0,0,1.86,0,0,0,0,0,510.61,61,1,0,147.46,147.46
8-31-2012,2011,20120426,11471,25146,"EQUISTAR CHEMICALS, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",34.29,34.29,0,15.35,83.93,80,80,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.93,80,1,0,49.64,49.64
8-31-2012,2011,20120365,11533,26026,"MARKWEST RANGER PIPELINE COMPANY, LLC","HVL","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120181,11216,26039,"FLORIDA POWER & LIGHT CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","FLORIDA",2.853,2.853,0,0,5.706,4,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.722,0,0,0,2.853,2.853
8-31-2012,2011,20120190,11548,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7
8-31-2012,2011,20120190,11548,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",5,13,0,0,18,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,18,18
8-31-2012,2011,20120190,11548,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-31-2012,2011,20120190,11548,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,6.59,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.59,1,1,2.04,4.55,6.59
