"DATAFILE_AS_OF","REPORT_YEAR","REPORT_NUMBER","SUPPLEMENTAL_NUMBER","OPERATOR_ID","PARTA2NAMEOFCOMP","PARTA5COMMODITY","INTER_INTRA","STATE_NAME","PARTF1A","PARTF1B","PARTF1C","PARTF1D","PARTF1E","PARTF2A","PARTF2B","PARTF2C1","PARTF2C2","PARTF2C3","PARTF2CTOT","PARTF3A","PARTF3B","PARTF3C","PARTF3D","PARTF4A","PARTF4B","PARTF4C1","PARTF4C2","PARTF4C3","PARTF4CTOT","PARTF5A","PARTF5B","PARTF5C1","PARTF5C2","PARTF5C3","PARTF5CTOT","PARTF6A","PARTF6B","PARTF6C","PARTGMBA","PARTGMRC","PARTGTOTMILES"
41089.4708333333,2010,20110155,11514,30909,"TRANSMONTAIGNE OPERATING COMPANY L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","VIRGINIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110269,10275,30940,"WILLIAMS ENERGY, LLC","HVL","INTRASTATE","LOUISIANA",6.3,6.3,0,0,12.6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,1,1,0,6.3,6.3
41089.4708333333,2010,20110282,10291,30959,"THE DOW CHEMICAL COMPANY","HVL","INTRASTATE","TEXAS",10.21,10.21,0,0,20.42,109,106,5,0,9,14,8.86,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,31.19,106,14,8.86,1.45,10.31
41089.4708333333,2010,20110281,10290,30959,"THE DOW CHEMICAL COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",3.78,3.78,0,0,7.56,23,22,4,0,0,4,3.78,0,0,0,4.37,5,0,0,0,0,0.03,0,0,0,0,0,15.74,27,4,8.15,0,8.15
41089.4708333333,2010,20110325,10337,30968,"BEARTOOTH PIPELINE","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110395,10418,30969,"MAIN PASS OIL GATHERING SYSTEM","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110011,10011,31023,"CITGO REFINING & CHEMICAL CO. L.P.","Crude Oil","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110012,10012,31023,"CITGO REFINING & CHEMICAL CO. L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,4.4,11.6,16
41089.4708333333,2010,20110425,10450,31045,"GENESIS PIPELINE USA, L.P.","Crude Oil","INTERSTATE",,0.18,0.18,0.18,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0
41089.4708333333,2010,20110425,10450,31045,"GENESIS PIPELINE USA, L.P.","Crude Oil","INTRASTATE","MISSISSIPPI",36.17,36.17,36.17,0,108.51,20,8,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,108.55,8,0,0,0,0,217.1,16,0,0,0,0
41089.4708333333,2010,20110008,10475,31049,"MCCHORD PIPELINE CO.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","WASHINGTON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110029,10029,31051,"TIDEWATER, INC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","WASHINGTON",0,0,0,2.49,2.49,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,2.49,0,0,0,0,0,7.47,0,0,0,2.49,2.49
41089.4708333333,2010,20110180,10182,31056,"ASIG - HONOLULU","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
41089.4708333333,2010,20110346,10358,31057,"HECO - HAWAIIAN ELECTRIC COMPANY, INC.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","HAWAII",1.13,1.13,0,0,2.26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,2,0,0,1.13,1.13
41089.4708333333,2010,20110073,10074,31059,"BASF CORPORATION","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,9.7,22,0,0,5.1,5.1
41089.4708333333,2010,20110451,10492,31083,"HELCO-HAWAII ELECTRIC LIGHT COMPANY, INC.","Crude Oil","INTERSTATE",,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0.006,3,3,0,0,0
41089.4708333333,2010,20110166,10168,31130,"DCP MIDSTREAM","HVL","INTERSTATE",,386.5,386.5,0,0,773,9,9,0,0,0,0,251.6,0,0,0,0,0,0,0,0,0,1024.7,9,0,0,0,0,2049.3,18,0,5.6,29,34.6
41089.4708333333,2010,20110166,10168,31130,"DCP MIDSTREAM","HVL","INTRASTATE","COLORADO",0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0
41089.4708333333,2010,20110166,10168,31130,"DCP MIDSTREAM","HVL","INTRASTATE","NEW MEXICO",0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,23.4,0,0,0,6.3,6.3
41089.4708333333,2010,20110166,10168,31130,"DCP MIDSTREAM","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110018,10018,31135,"PETRO-DIAMOND TERMINAL COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110033,10479,31136,"WICKLAND OIL COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",10,10,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,34,0,0,2,10,12
41089.4708333333,2010,20110380,10399,31166,"MUSTANG PIPE LINE PARTNERS","Crude Oil","INTERSTATE",,0,0,0,0,0,24,10,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0
41089.4708333333,2010,20110379,10398,31167,"MOEM PIPELINE LLC","Crude Oil","INTERSTATE",,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41089.4708333333,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTERSTATE",,210,968,0,0,1178,1,1,0,0,1,1,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187.3,1,1,0,692.6,692.6
41089.4708333333,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTRASTATE","CALIFORNIA",318,79.5,0,0,397.5,13,12,2,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.5,12,12,0,240.4,240.4
41089.4708333333,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTRASTATE","ILLINOIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTRASTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110347,10359,31174,"SHELL PIPELINE CO., L.P.","Crude Oil","INTRASTATE","TEXAS",3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3
41089.4708333333,2010,20110349,10361,31174,"SHELL PIPELINE CO., L.P.","Fuel Grade Ethanol (dedicated system)","INTRASTATE","CALIFORNIA",7.2,7.2,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,0,0,7.2,7.2
41089.4708333333,2010,20110350,10362,31174,"SHELL PIPELINE CO., L.P.","HVL","INTERSTATE",,130.3,130.3,0,0,260.6,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,260.7,1,1,0,98.6,98.6
41089.4708333333,2010,20110350,10362,31174,"SHELL PIPELINE CO., L.P.","HVL","INTRASTATE","LOUISIANA",27.5,27.5,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,20.3,20.3
41089.4708333333,2010,20110348,10443,31174,"SHELL PIPELINE CO., L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,201.2,201.2,0,0,402.4,4,4,0,0,4,4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.3,4,4,0.8,134.7,135.5
41089.4708333333,2010,20110348,10443,31174,"SHELL PIPELINE CO., L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",1.9,1.9,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,1.9,1.9
41089.4708333333,2010,20110348,10443,31174,"SHELL PIPELINE CO., L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",17,17,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,17,17
41089.4708333333,2010,20110348,10443,31174,"SHELL PIPELINE CO., L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",9.9,9.9,0,0,19.8,2,2,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,2,2,3.5,6.4,9.9
41089.4708333333,2010,20110348,10443,31174,"SHELL PIPELINE CO., L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","WISCONSIN",2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2
41089.4708333333,2010,20110439,10471,31178,"XTO ENERGY INC","CO2","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110437,10706,31178,"XTO ENERGY INC","Crude Oil","INTRASTATE","ALASKA",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,9
41089.4708333333,2010,20110438,10470,31178,"XTO ENERGY INC","HVL","INTRASTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110438,10470,31178,"XTO ENERGY INC","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110197,10199,31189,"BP PIPELINE (NORTH AMERICA) INC.","Crude Oil","INTERSTATE",,310,310,0,0,620,19,18,2,4,7,13,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.213,18,13,0,75,75
41089.4708333333,2010,20110197,10199,31189,"BP PIPELINE (NORTH AMERICA) INC.","Crude Oil","INTRASTATE","WASHINGTON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110219,10222,31189,"BP PIPELINE (NORTH AMERICA) INC.","HVL","INTRASTATE","INDIANA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110219,10222,31189,"BP PIPELINE (NORTH AMERICA) INC.","HVL","INTRASTATE","TEXAS",53,53,0,0,106,2,2,0,0,1,1,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,106.4,2,1,0.2,51.3,51.5
41089.4708333333,2010,20110219,10222,31189,"BP PIPELINE (NORTH AMERICA) INC.","HVL","INTRASTATE","WASHINGTON",5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4.9,4.9
41089.4708333333,2010,20110294,10304,31189,"BP PIPELINE (NORTH AMERICA) INC.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,82,82,0,0,164,14,7,0,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,7,7,0,22,22
41089.4708333333,2010,20110294,10304,31189,"BP PIPELINE (NORTH AMERICA) INC.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110294,10304,31189,"BP PIPELINE (NORTH AMERICA) INC.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
41089.4708333333,2010,20110198,10200,31228,"OCCIDENTAL OF ELK HILLS, INC","HVL","INTRASTATE","CALIFORNIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110297,10307,31256,"GAS SOLUTIONS II, LTD","HVL","INTRASTATE","TEXAS",22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
41089.4708333333,2010,20110204,10206,31270,"TRI-STATES NGL PIPELINE LLC","HVL","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110461,10510,31285,"HOUSTON AMMONIA TERMINAL","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,6.2,0,0,0,0,0
41089.4708333333,2010,20110408,10431,31295,"PACIFIC OPERATORS OFFSHORE","Crude Oil","INTERSTATE",,6.439,6.439,6.439,0,19.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.317,0,0,0,1,1
41089.4708333333,2010,20110422,10447,31296,"VENOCO, INC","Crude Oil","INTERSTATE",,15.2,15.2,0,0,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,0,0,0,15.2,15.2
41089.4708333333,2010,20110422,10447,31296,"VENOCO, INC","Crude Oil","INTRASTATE","CALIFORNIA",9.1,9.1,0,0,18.2,1,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,1,0,0,9.1,9.1
41089.4708333333,2010,20110344,10356,31304,"DEVON GAS SERVICES, LP","CO2","INTRASTATE","WYOMING",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110345,10357,31304,"DEVON GAS SERVICES, LP","HVL","INTRASTATE","WYOMING",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110114,10115,31312,"WEST PHOENIX POWER PLANT","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ARIZONA",0,0,0,0,0,8,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,2,0,2
41089.4708333333,2010,20110327,10710,31325,"PACIFIC PIPELINE SYSTEM LLC","Crude Oil","INTRASTATE","CALIFORNIA",175.43,47.92,0,0,223.35,85,85,3,0,18,21,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.19,85,21,0,54.58,54.58
41089.4708333333,2010,20110227,10292,31336,"CHEVRON U.S.A. INC","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,15.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.008,0,0,0.34,14.668,15.008
41089.4708333333,2010,20110227,10292,31336,"CHEVRON U.S.A. INC","Crude Oil","INTRASTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,0,0,2.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.574,0,0,0,2.574,2.574
41089.4708333333,2010,20110265,10271,31341,"OLIKTOK PIPELINE COMPANY","HVL","INTRASTATE","ALASKA",27.6,27.6,0,0.21,55.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.41,0,0,27.6,0,27.6
41089.4708333333,2010,20110417,11476,31347,"UNION OIL COMPANY OF CALIFORNIA (UOCC)","Crude Oil","INTRASTATE","ALASKA",6,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,6
41089.4708333333,2010,20110056,11028,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC","HVL","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110056,11028,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC","HVL","INTRASTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,0,0,17.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.203,0,0,,,
41089.4708333333,2010,20110056,11028,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC","HVL","INTRASTATE","TEXAS",54.068,54.068,,,108.136,11,11,4,0,0,4,5.18,0,0,0,6.599,0,0,0,0,0,0,0,0,0,0,0,119.915,11,4,0,49.414,49.414
41089.4708333333,2010,20110055,11029,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110055,11029,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",12.344,36.793,0,0,49.137,4,4,0,4,0,4,1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.265,4,4,1.128,46.89,48.018
41089.4708333333,2010,20110058,10059,31420,"VOPAK TERMINAL LOS ANGELES INC.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,10.61,0,0,0,0,0,11.11,0,0,10.61,0,10.61
41089.4708333333,2010,20110301,10311,31423,"ENBRIDGE ENERGY MARKETING LLC","Crude Oil","INTRASTATE","MISSISSIPPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110305,10315,31425,"ENBRIDGE PIPELINES (TEXAS GATHERING) L.P.","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110030,10030,31434,"PALMER PETROLEUM INC","Crude Oil","INTRASTATE","ALABAMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
41089.4708333333,2010,20110039,10039,31443,"ALON USA, LP","Crude Oil","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110040,10040,31443,"ALON USA, LP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110236,10239,31448,"ENBRIDGE PIPELINES (TOLEDO) INC","Crude Oil","INTERSTATE",,88,88,0,0,176,2,14,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,14,8,0,45,45
41089.4708333333,2010,20110171,10173,31454,"NUSTAR LOGISTICS, L.P.","Crude Oil","INTERSTATE",,14.8,14.8,0,0,29.6,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,4,1,0,10.3,10.3
41089.4708333333,2010,20110171,10173,31454,"NUSTAR LOGISTICS, L.P.","Crude Oil","INTRASTATE","TEXAS",112.4,112.4,0,0,224.8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.8,5,0,0,27.9,27.9
41089.4708333333,2010,20110170,10172,31454,"NUSTAR LOGISTICS, L.P.","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110169,10171,31454,"NUSTAR LOGISTICS, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE",,229.6,229.6,0,0,459.2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.2,23,0,0,43.8,43.8
41089.4708333333,2010,20110169,10171,31454,"NUSTAR LOGISTICS, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",154.6,148.1,0,0,302.7,65,65,0,0,3,3,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.1,65,3,0,40.5,40.5
41089.4708333333,2010,20110421,10446,31455,"MONTANA REFINING COMPANY, INC","Crude Oil","INTRASTATE","MONTANA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,2.6,2.6
41089.4708333333,2010,20110340,10352,31460,"DOD DEFENSE ENERGY SUPPORT CENTER","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",0,0,0,0,0,14,14,2,0,12,14,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03,14,14,0,0,0
41089.4708333333,2010,20110124,10125,31470,"VECTREN ENERGY DELIVERY OF OHIO","HVL","INTRASTATE","OHIO",16.8,23.6,0,0,40.4,13,12,2,0,0,2,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,12,2,0,23.6,23.6
41089.4708333333,2010,20110034,10034,31471,"SANDRIDGE CO2, LLC","CO2","INTRASTATE","TEXAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41089.4708333333,2010,20110292,10302,31476,"SEMGROUP LP","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110292,10302,31476,"SEMGROUP LP","Crude Oil","INTRASTATE","KANSAS",18.9,18.9,0,0,37.8,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,4,4,18.9,0,18.9
41089.4708333333,2010,20110292,10302,31476,"SEMGROUP LP","Crude Oil","INTRASTATE","OKLAHOMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110306,10316,31485,"ENBRIDGE OFFSHORE (GAS GATHERING) L.L.C.","Crude Oil","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110179,10181,31506,"CONOCOPHILLIPS COMPANY (E&P-L-48)","HVL","INTRASTATE","NEW MEXICO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110179,10181,31506,"CONOCOPHILLIPS COMPANY (E&P-L-48)","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,1.4,1.4
41089.4708333333,2010,20110080,10081,31517,"ASCEND PERFORMANCE MATERIALS, LLC","HVL","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
41089.4708333333,2010,20110132,10133,31526,"DELAWARE STORAGE AND PIPELINE COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","DELAWARE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110257,10263,31536,"GOLDEN VALLEY ELECTRIC ASSOCIATION, INC","Crude Oil","INTRASTATE","ALASKA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,5.05
41089.4708333333,2010,20110010,11072,31538,"GenOn PINEY POINT, LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","MARYLAND",52,0,0,0,52,22,22,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,22,2,0,52,52
41089.4708333333,2010,20110267,10273,31552,"ALPINE TRANSPORTATION CO.","Crude Oil","INTERSTATE",,0,0,0,0.126,0.126,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0
41089.4708333333,2010,20110185,10187,31554,"CHEVRON PETROCHEMICAL PIPELINE LLC","HVL","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110298,10321,31555,"KINDER MORGAN CO2 CO. LP","CO2","INTERSTATE",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,29,0,0,0,0,0,0,0,0,0,0,81,29,0,0,81,81
41089.4708333333,2010,20110298,10321,31555,"KINDER MORGAN CO2 CO. LP","CO2","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4708333333,2010,20110309,10319,31555,"KINDER MORGAN CO2 CO. LP","Crude Oil","INTERSTATE",,4,4,0,0,8,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,68,0,0,4,4
41089.4708333333,2010,20110309,10319,31555,"KINDER MORGAN CO2 CO. LP","Crude Oil","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
