"DATAFILE_AS_OF","REPORT_YEAR","REPORT_NUMBER","SUPPLEMENTAL_NUMBER","OPERATOR_ID","PARTA2NAMEOFCOMP","PARTA5COMMODITY","INTER_INTRA","STATE_NAME","PARTHON4LESS","PARTHON6","PARTHON8","PARTHON10","PARTHON12","PARTHON14","PARTHON16","PARTHON18","PARTHON20","PARTHON22","PARTHON24","PARTHON26","PARTHON28","PARTHON30","PARTHON32","PARTHON34","PARTHON36","PARTHON38","PARTHON40","PARTHON42","PARTHON44","PARTHON46","PARTHON48","PARTHON50","PARTHON52","PARTHON54","PARTHON56","PARTHON58OVER","PARTHONADDITIONAL","PARTHONTOTAL","PARTHOFF4LESS","PARTHOFF6","PARTHOFF8","PARTHOFF10","PARTHOFF12","PARTHOFF14","PARTHOFF16","PARTHOFF18","PARTHOFF20","PARTHOFF22","PARTHOFF24","PARTHOFF26","PARTHOFF28","PARTHOFF30","PARTHOFF32","PARTHOFF34","PARTHOFF36","PARTHOFF38","PARTHOFF40","PARTHOFF42","PARTHOFF44","PARTHOFF46","PARTHOFF48","PARTHOFF50","PARTHOFF52","PARTHOFF54","PARTHOFF56","PARTHOFF58OVER","PARTHOFFADDITIONAL","PARTHOFFTOTAL"
41089.4687037037,2010,20110410,10433,12105,"Magellan Ammonia Pipeline, L.P.","HVL","INTERSTATE","KANSAS",0,122,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",368,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110410,10433,12105,"Magellan Ammonia Pipeline, L.P.","HVL","INTERSTATE","MINNESOTA",0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110410,10433,12105,"Magellan Ammonia Pipeline, L.P.","HVL","INTERSTATE","NEBRASKA",12,10,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110410,10433,12105,"Magellan Ammonia Pipeline, L.P.","HVL","INTERSTATE","OKLAHOMA",0,136,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",221,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110410,10433,12105,"Magellan Ammonia Pipeline, L.P.","HVL","INTERSTATE","TEXAS",0,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110202,10204,12303,"McMoRan Oil & Gas LLC","Crude Oil","INTRASTATE","LOUISIANA",,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",,2.65,2.34,0,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 - 0; 0 - 0; 0 - 0; 0 - 0; 0 - 0; 0 - 0; 0 - 0; 0 - 0; 0 - 0; ",12.76
41089.4687037037,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","ARKANSAS",0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","KENTUCKY",0,0,0,0,0,0,0,0,5,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",227,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","LOUISIANA",0,0,7,0,42,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",228,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","MICHIGAN",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","MISSISSIPPI",0,0,0,0,0,0,0,0,5,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",193,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","OHIO",0,0,0,0,0,0,0,0,145,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",233,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","TENNESSEE",0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",153,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","TEXAS",0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110356,10457,12624,"MOBIL CORP","Crude Oil","INTRASTATE","CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110356,10457,12624,"MOBIL CORP","Crude Oil","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110358,10370,12624,"MOBIL CORP","HVL","INTRASTATE","TEXAS",0,1,111,39,2,0,38,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",206,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110357,10369,12624,"MOBIL CORP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTERSTATE","ARKANSAS",0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",298,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTERSTATE","ILLINOIS",0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTERSTATE","MISSOURI",0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTERSTATE","TEXAS",0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTRASTATE","ILLINOIS",0,0,0,0,0,0,0,0,0.3,0,1,0,0,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTRASTATE","INDIANA",0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTRASTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTRASTATE","TEXAS",0,0,38,10,0,0,6,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",258,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110362,10380,12628,"MOBIL PIPELINE CO","HVL","INTERSTATE","LOUISIANA",0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110362,10380,12628,"MOBIL PIPELINE CO","HVL","INTERSTATE","TEXAS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110362,10380,12628,"MOBIL PIPELINE CO","HVL","INTRASTATE","OKLAHOMA",9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110362,10380,12628,"MOBIL PIPELINE CO","HVL","INTRASTATE","TEXAS",1,0,65,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110360,10373,12628,"MOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","CONNECTICUT",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110360,10373,12628,"MOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MASSACHUSETTS",0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",89,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110360,10373,12628,"MOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","RHODE ISLAND",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110360,10373,12628,"MOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ILLINOIS",0,0,0,0,0.3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110360,10373,12628,"MOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110360,10373,12628,"MOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","MAINE",0,124.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",124.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110355,10367,12634,"MOBIL CHEMICAL CO","HVL","INTRASTATE","TEXAS",87,162,169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",423,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110424,10449,12913,"Murphy Oil USA, Inc.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WISCONSIN",0,4.927,0,0.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110419,10444,14145,"OHIO OIL GATHERING CORP II","Crude Oil","INTRASTATE","OHIO",0,5.511,38.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",43.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110021,10021,14194,"OILTANKING, HOUSTON LP","Crude Oil","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,20.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",20.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110022,10022,14194,"OILTANKING, HOUSTON LP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,3.58,1.1,7.45,0.95,0,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110396,10419,14391,"Osage Pipeline Company, LLC","Crude Oil","INTERSTATE","KANSAS",0,0,0,0,0,0,0,0,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110396,10419,14391,"Osage Pipeline Company, LLC","Crude Oil","INTERSTATE","OKLAHOMA",0,0,0,0,0,0,0,0,75.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110299,10309,15156,"SINCLAIR TRANSPORTATION COMPANY","Crude Oil","INTRASTATE","WYOMING",0,0,150,288,11,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",552,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110338,10350,15156,"SINCLAIR TRANSPORTATION COMPANY","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","COLORADO",0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110338,10350,15156,"SINCLAIR TRANSPORTATION COMPANY","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","IOWA",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110338,10350,15156,"SINCLAIR TRANSPORTATION COMPANY","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MISSOURI",0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",203,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110338,10350,15156,"SINCLAIR TRANSPORTATION COMPANY","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WYOMING",0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110338,10350,15156,"SINCLAIR TRANSPORTATION COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","COLORADO",0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110091,10092,15485,"CONOCOPHILLIPS COMPANY","Crude Oil","INTRASTATE","TEXAS",0,0,0,0,26.991,0,0,0,0,0,26.934,0,0,1.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",55.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110093,10094,15485,"CONOCOPHILLIPS COMPANY","HVL","INTRASTATE","TEXAS",29.532,57.442,43.343,43.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",173.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110092,10093,15485,"CONOCOPHILLIPS COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",32.535,106.823,51.979,0,3.783,0,0.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",195.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110061,10062,15645,"Placid Pipeline Company LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",
41089.4687037037,2010,20110316,10378,15674,"PLANTATION PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ALABAMA",0,0,85.58,14.74,2.13,0,0,309.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30 - 200.95;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",0
41089.4687037037,2010,20110316,10378,15674,"PLANTATION PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","GEORGIA",0,0,290.12,0,51.3,148.72,0,11.93,0,0,0,148.77,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9 - .14;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",662.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",0
41089.4687037037,2010,20110316,10378,15674,"PLANTATION PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","LOUISIANA",0,0,0,0,79.01,0,0,110.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13 - .04;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",189.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",0
41089.4687037037,2010,20110316,10378,15674,"PLANTATION PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MISSISSIPPI",0,1.3,5.24,0,302.5,0,0,330.75,0,0,0,0,0,95.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13 - .08; 0 - 0; 0 - 0; 0 - 0; 0 - 0; 0 - 0; 0 - 0; 0 - 0; 0 - 0; ",735.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0," - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ;  - ; ",0
